timestamp,value,luz,bat
04.09.2023 04:11:03,0,0,160
04.09.2023 04:11:08,0,0,160
04.09.2023 04:11:14,0,0,160
04.09.2023 04:11:20,0,0,160
04.09.2023 04:11:25,0,0,160
04.09.2023 04:11:31,0,0,160
04.09.2023 04:11:36,0,0,160
04.09.2023 04:11:42,0,0,160
04.09.2023 04:11:48,0,0,160
04.09.2023 04:11:53,0,0,160
04.09.2023 04:11:59,0,0,160
04.09.2023 04:12:05,0,0,160
04.09.2023 04:12:10,0,0,160
04.09.2023 04:12:16,0,0,160
04.09.2023 04:12:21,0,0,159
04.09.2023 04:12:27,0,0,160
04.09.2023 04:12:33,0,0,159
04.09.2023 04:12:38,0,0,160
04.09.2023 04:12:44,0,0,160
04.09.2023 04:12:50,0,0,160
04.09.2023 04:12:55,0,0,160
04.09.2023 04:13:01,0,0,160
04.09.2023 04:13:06,0,0,160
04.09.2023 04:13:12,0,0,160
04.09.2023 04:13:18,0,0,160
04.09.2023 04:13:23,0,0,160
04.09.2023 04:13:29,0,0,160
04.09.2023 04:13:35,0,0,160
04.09.2023 04:13:40,0,0,160
04.09.2023 04:13:46,0,0,160
04.09.2023 04:13:51,0,0,160
04.09.2023 04:13:57,0,0,159
04.09.2023 04:14:03,0,0,160
04.09.2023 04:14:08,0,0,160
04.09.2023 04:14:14,0,0,160
04.09.2023 04:14:20,0,0,160
04.09.2023 04:14:25,0,0,160
04.09.2023 04:14:31,0,0,160
04.09.2023 04:14:36,0,0,160
04.09.2023 04:14:42,0,0,160
04.09.2023 04:14:48,0,0,160
04.09.2023 04:14:53,0,0,160
04.09.2023 04:14:59,0,0,160
04.09.2023 04:15:05,0,0,159
04.09.2023 04:15:10,0,0,160
04.09.2023 04:15:16,0,0,160
04.09.2023 04:15:21,0,0,160
04.09.2023 04:15:27,0,0,160
04.09.2023 04:15:33,0,0,159
04.09.2023 04:15:38,0,0,160
04.09.2023 04:15:44,0,0,160
04.09.2023 04:15:50,0,0,160
04.09.2023 04:15:55,0,0,160
04.09.2023 04:16:01,0,0,159
04.09.2023 04:16:06,0,0,160
04.09.2023 04:16:12,0,0,160
04.09.2023 04:16:18,0,0,160
04.09.2023 04:16:23,0,0,160
04.09.2023 04:16:29,0,0,160
04.09.2023 04:16:35,0,0,160
04.09.2023 04:16:40,0,0,160
04.09.2023 04:16:46,0,0,160
04.09.2023 04:16:51,0,0,159
04.09.2023 04:16:57,0,0,160
04.09.2023 04:17:03,0,0,159
04.09.2023 04:17:08,0,0,160
04.09.2023 04:17:14,0,0,160
04.09.2023 04:17:20,0,0,160
04.09.2023 04:17:25,0,0,160
04.09.2023 04:17:31,0,0,160
04.09.2023 04:17:36,0,0,160
04.09.2023 04:17:42,0,0,159
04.09.2023 04:17:48,0,0,159
04.09.2023 04:17:53,0,0,160
04.09.2023 04:17:59,0,0,160
04.09.2023 04:18:04,0,0,160
04.09.2023 04:18:10,0,0,160
04.09.2023 04:18:16,0,0,160
04.09.2023 04:18:21,0,0,160
04.09.2023 04:18:27,0,0,159
04.09.2023 04:18:33,0,0,159
04.09.2023 04:18:38,0,0,160
04.09.2023 04:18:44,0,0,159
04.09.2023 04:18:49,0,0,159
04.09.2023 04:18:55,0,0,160
04.09.2023 04:19:01,0,0,160
04.09.2023 04:19:06,0,0,160
04.09.2023 04:19:12,0,0,160
04.09.2023 04:19:18,0,0,160
04.09.2023 04:19:23,0,0,160
04.09.2023 04:19:29,0,0,160
04.09.2023 04:19:34,0,0,159
04.09.2023 04:19:40,0,0,160
04.09.2023 04:19:46,0,0,160
04.09.2023 04:19:51,0,0,160
04.09.2023 04:19:57,0,0,159
04.09.2023 04:20:03,0,0,159
04.09.2023 04:20:08,0,0,160
04.09.2023 04:20:14,0,0,160
04.09.2023 04:20:19,0,0,160
04.09.2023 04:20:25,0,0,160
04.09.2023 04:20:31,0,0,160
04.09.2023 04:20:36,0,0,160
04.09.2023 04:20:42,0,0,159
04.09.2023 04:20:48,0,0,160
04.09.2023 04:20:53,0,0,159
04.09.2023 04:20:59,0,0,160
04.09.2023 04:21:04,0,0,159
04.09.2023 04:21:10,0,0,160
04.09.2023 04:21:16,0,0,160
04.09.2023 04:21:21,0,0,160
04.09.2023 04:21:27,0,0,160
04.09.2023 04:21:33,0,0,160
04.09.2023 04:21:38,0,0,160
04.09.2023 04:21:44,0,0,160
04.09.2023 04:21:49,0,0,160
04.09.2023 04:21:55,0,0,160
04.09.2023 04:22:01,0,0,160
04.09.2023 04:22:06,0,0,160
04.09.2023 04:22:12,0,0,160
04.09.2023 04:22:17,0,0,159
04.09.2023 04:22:23,0,0,160
04.09.2023 04:22:29,0,0,160
04.09.2023 04:22:34,0,0,159
04.09.2023 04:22:40,0,0,160
04.09.2023 04:22:46,0,0,160
04.09.2023 04:22:51,0,0,159
04.09.2023 04:22:57,0,0,160
04.09.2023 04:23:02,0,0,160
04.09.2023 04:23:08,0,0,159
04.09.2023 04:23:14,0,0,160
04.09.2023 04:23:19,0,0,159
04.09.2023 04:23:25,0,0,160
04.09.2023 04:23:31,0,0,160
04.09.2023 04:23:36,0,0,159
04.09.2023 04:23:42,0,0,160
04.09.2023 04:23:47,0,0,160
04.09.2023 04:23:53,0,0,160
04.09.2023 04:23:59,0,0,160
04.09.2023 04:24:04,0,0,159
04.09.2023 04:24:10,0,0,160
04.09.2023 04:24:16,0,0,160
04.09.2023 04:24:21,0,0,159
04.09.2023 04:24:27,0,0,159
04.09.2023 04:24:32,0,0,159
04.09.2023 04:24:38,0,0,159
04.09.2023 04:24:44,0,0,159
04.09.2023 04:24:49,0,0,160
04.09.2023 04:24:55,0,0,160
04.09.2023 04:25:01,0,0,160
04.09.2023 04:25:06,0,0,159
04.09.2023 04:25:12,0,0,160
04.09.2023 04:25:17,0,0,159
04.09.2023 04:25:23,0,0,159
04.09.2023 04:25:29,0,0,159
04.09.2023 04:25:34,0,0,159
04.09.2023 04:25:40,0,0,160
04.09.2023 04:25:46,0,0,160
04.09.2023 04:25:51,0,0,160
04.09.2023 04:25:57,0,0,160
04.09.2023 04:26:02,0,0,159
04.09.2023 04:26:08,0,0,160
04.09.2023 04:26:14,0,0,159
04.09.2023 04:26:19,0,0,160
04.09.2023 04:26:25,0,0,160
04.09.2023 04:26:30,0,0,159
04.09.2023 04:26:36,0,0,160
04.09.2023 04:26:42,0,0,160
04.09.2023 04:26:47,0,0,160
04.09.2023 04:26:53,0,0,160
04.09.2023 04:26:59,0,0,159
04.09.2023 04:27:04,0,0,160
04.09.2023 04:27:10,0,0,160
04.09.2023 04:27:15,0,0,159
04.09.2023 04:27:21,0,0,160
04.09.2023 04:27:27,0,0,160
04.09.2023 04:27:32,0,0,159
04.09.2023 04:27:38,0,0,160
04.09.2023 04:27:44,0,0,159
04.09.2023 04:27:49,0,0,159
04.09.2023 04:27:55,0,0,159
04.09.2023 04:28:00,0,0,160
04.09.2023 04:28:06,0,0,160
04.09.2023 04:28:12,0,0,160
04.09.2023 04:28:17,0,0,159
04.09.2023 04:28:23,0,0,160
04.09.2023 04:28:29,0,0,160
04.09.2023 04:28:34,0,0,160
04.09.2023 04:28:40,0,0,160
04.09.2023 04:28:45,0,0,159
04.09.2023 04:28:51,0,0,159
04.09.2023 04:28:57,0,0,160
04.09.2023 04:29:02,0,0,160
04.09.2023 04:29:08,0,0,159
04.09.2023 04:29:14,0,0,160
04.09.2023 04:29:19,0,0,159
04.09.2023 04:29:25,0,0,160
04.09.2023 04:29:30,0,0,159
04.09.2023 04:29:36,0,0,159
04.09.2023 04:29:42,0,0,160
04.09.2023 04:29:47,0,0,159
04.09.2023 04:29:53,0,0,160
04.09.2023 04:29:58,0,0,160
04.09.2023 04:30:04,0,0,160
04.09.2023 04:30:10,0,0,160
04.09.2023 04:30:15,0,0,159
04.09.2023 04:30:21,0,0,160
04.09.2023 04:30:27,0,0,159
04.09.2023 04:30:32,0,0,159
04.09.2023 04:30:38,0,0,160
04.09.2023 04:30:43,0,0,160
04.09.2023 04:30:49,0,0,160
04.09.2023 04:30:55,0,0,160
04.09.2023 04:31:00,0,0,160
04.09.2023 04:31:06,0,0,160
04.09.2023 04:31:12,0,0,160
04.09.2023 04:31:17,0,0,159
04.09.2023 04:31:23,0,0,160
04.09.2023 04:31:28,0,0,160
04.09.2023 04:31:34,0,0,159
04.09.2023 04:31:40,0,0,159
04.09.2023 04:31:45,0,0,159
04.09.2023 04:31:51,0,0,160
04.09.2023 04:31:57,0,0,160
04.09.2023 04:32:02,0,0,159
04.09.2023 04:32:08,0,0,160
04.09.2023 04:32:13,0,0,159
04.09.2023 04:32:19,0,0,159
04.09.2023 04:32:25,0,0,159
04.09.2023 04:32:30,0,0,159
04.09.2023 04:32:36,0,0,160
04.09.2023 04:32:42,0,0,160
04.09.2023 04:32:47,0,0,160
04.09.2023 04:32:53,0,0,160
04.09.2023 04:32:58,0,0,160
04.09.2023 04:33:04,0,0,160
04.09.2023 04:33:10,0,0,159
04.09.2023 04:33:15,0,0,159
04.09.2023 04:33:21,0,0,159
04.09.2023 04:33:27,0,0,160
04.09.2023 04:33:32,0,0,160
04.09.2023 04:33:38,0,0,160
04.09.2023 04:33:43,0,0,160
04.09.2023 04:33:49,0,0,160
04.09.2023 04:33:55,0,0,159
04.09.2023 04:34:00,0,0,159
04.09.2023 04:34:06,0,0,160
04.09.2023 04:34:12,0,0,160
04.09.2023 04:34:17,0,0,160
04.09.2023 04:34:23,0,0,159
04.09.2023 04:34:28,0,0,160
04.09.2023 04:34:34,0,0,160
04.09.2023 04:34:41,0,0,159
04.09.2023 04:34:47,0,0,159
04.09.2023 04:34:53,0,0,160
04.09.2023 04:34:58,0,0,160
04.09.2023 04:35:04,0,0,160
04.09.2023 04:35:09,0,0,159
04.09.2023 04:35:15,0,0,160
04.09.2023 04:35:21,0,0,160
04.09.2023 04:35:26,0,0,160
04.09.2023 04:35:32,0,0,159
04.09.2023 04:35:37,0,0,160
04.09.2023 04:35:43,0,0,160
04.09.2023 04:35:49,0,0,160
04.09.2023 04:35:54,0,0,159
04.09.2023 04:36:00,0,0,159
04.09.2023 04:36:06,0,0,160
04.09.2023 04:36:11,0,0,160
04.09.2023 04:36:17,0,0,159
04.09.2023 04:36:22,0,0,160
04.09.2023 04:36:28,0,0,160
04.09.2023 04:36:34,0,0,159
04.09.2023 04:36:39,0,0,160
04.09.2023 04:36:45,0,0,159
04.09.2023 04:36:51,0,0,160
04.09.2023 04:36:56,0,0,160
04.09.2023 04:37:02,0,0,160
04.09.2023 04:37:08,0,0,160
04.09.2023 04:37:13,0,0,160
04.09.2023 04:37:19,0,0,160
04.09.2023 04:37:24,0,0,159
04.09.2023 04:37:30,0,0,160
04.09.2023 04:37:36,0,0,159
04.09.2023 04:37:41,0,0,159
04.09.2023 04:37:47,0,0,160
04.09.2023 04:37:53,0,0,160
04.09.2023 04:37:58,0,0,160
04.09.2023 04:38:04,0,0,159
04.09.2023 04:38:09,0,0,160
04.09.2023 04:38:15,0,0,159
04.09.2023 04:38:21,0,0,159
04.09.2023 04:38:26,0,0,159
04.09.2023 04:38:32,0,0,159
04.09.2023 04:38:37,0,0,159
04.09.2023 04:38:43,0,0,159
04.09.2023 04:38:49,0,0,160
04.09.2023 04:38:54,0,0,159
04.09.2023 04:39:00,0,0,160
04.09.2023 04:39:06,0,0,160
04.09.2023 04:39:11,0,0,160
04.09.2023 04:39:17,0,0,160
04.09.2023 04:39:23,0,0,160
04.09.2023 04:39:28,0,0,159
04.09.2023 04:39:34,0,0,160
04.09.2023 04:39:39,0,0,160
04.09.2023 04:39:45,0,0,160
04.09.2023 04:39:51,0,0,160
04.09.2023 04:39:56,0,0,159
04.09.2023 04:40:02,0,0,160
04.09.2023 04:40:07,0,0,159
04.09.2023 04:40:13,0,0,159
04.09.2023 04:40:19,0,0,159
04.09.2023 04:40:24,0,0,160
04.09.2023 04:40:30,0,0,160
04.09.2023 04:40:36,0,0,160
04.09.2023 04:40:41,0,0,159
04.09.2023 04:40:47,0,0,159
04.09.2023 04:40:52,0,0,159
04.09.2023 04:40:58,0,0,160
04.09.2023 04:41:04,0,0,160
04.09.2023 04:41:09,0,0,159
04.09.2023 04:41:15,0,0,160
04.09.2023 04:41:21,0,0,159
04.09.2023 04:41:26,0,0,159
04.09.2023 04:41:32,0,0,159
04.09.2023 04:41:37,0,0,159
04.09.2023 04:41:43,0,0,160
04.09.2023 04:41:49,0,0,160
04.09.2023 04:41:54,0,0,159
04.09.2023 04:42:00,0,0,160
04.09.2023 04:42:06,0,0,160
04.09.2023 04:42:11,0,0,160
04.09.2023 04:42:17,0,0,159
04.09.2023 04:42:22,0,0,159
04.09.2023 04:42:28,0,0,159
04.09.2023 04:42:34,0,0,160
04.09.2023 04:42:39,0,0,159
04.09.2023 04:42:45,0,0,160
04.09.2023 04:42:51,0,0,159
04.09.2023 04:42:56,0,0,159
04.09.2023 04:43:02,0,0,159
04.09.2023 04:43:07,0,0,159
04.09.2023 04:43:13,0,0,159
04.09.2023 04:43:19,0,0,159
04.09.2023 04:43:24,0,0,159
04.09.2023 04:43:30,0,0,160
04.09.2023 04:43:36,0,0,159
04.09.2023 04:43:41,0,0,159
04.09.2023 04:43:47,0,0,159
04.09.2023 04:43:52,0,0,159
04.09.2023 04:43:58,0,0,160
04.09.2023 04:44:04,0,0,160
04.09.2023 04:44:09,0,0,160
04.09.2023 04:44:15,0,0,159
04.09.2023 04:44:20,0,0,160
04.09.2023 04:44:26,0,0,160
04.09.2023 04:44:32,0,0,159
04.09.2023 04:44:37,0,0,160
04.09.2023 04:44:43,0,0,160
04.09.2023 04:44:49,0,0,159
04.09.2023 04:44:54,0,0,160
04.09.2023 04:45:00,0,0,160
04.09.2023 04:45:05,0,0,159
04.09.2023 04:45:11,0,0,159
04.09.2023 04:45:17,0,0,159
04.09.2023 04:45:22,0,0,159
04.09.2023 04:45:28,0,0,160
04.09.2023 04:45:34,0,0,159
04.09.2023 04:45:39,0,0,160
04.09.2023 04:45:45,0,0,160
04.09.2023 04:45:50,0,0,160
04.09.2023 04:45:56,0,0,159
04.09.2023 04:46:02,0,0,159
04.09.2023 04:46:07,0,0,160
04.09.2023 04:46:13,0,0,159
04.09.2023 04:46:19,0,0,160
04.09.2023 04:46:24,0,0,160
04.09.2023 04:46:30,0,0,160
04.09.2023 04:46:35,0,0,160
04.09.2023 04:46:41,0,0,160
04.09.2023 04:46:47,0,0,160
04.09.2023 04:46:52,0,0,159
04.09.2023 04:46:58,0,0,159
04.09.2023 04:47:04,0,0,159
04.09.2023 04:47:09,0,0,159
04.09.2023 04:47:15,0,0,160
04.09.2023 04:47:20,0,0,160
04.09.2023 04:47:26,0,0,160
04.09.2023 04:47:32,0,0,160
04.09.2023 04:47:37,0,0,159
04.09.2023 04:47:43,0,0,160
04.09.2023 04:47:49,0,0,159
04.09.2023 04:47:54,0,0,160
04.09.2023 04:48:00,0,0,159
04.09.2023 04:48:05,0,0,159
04.09.2023 04:48:11,0,0,160
04.09.2023 04:48:17,0,0,160
04.09.2023 04:48:22,0,0,159
04.09.2023 04:48:28,0,0,159
04.09.2023 04:48:33,0,0,160
04.09.2023 04:48:39,0,0,159
04.09.2023 04:48:45,0,0,159
04.09.2023 04:48:50,0,0,160
04.09.2023 04:48:56,0,0,159
04.09.2023 04:49:02,0,0,159
04.09.2023 04:49:07,0,0,159
04.09.2023 04:49:13,0,0,159
04.09.2023 04:49:18,0,0,159
04.09.2023 04:49:24,0,0,159
04.09.2023 04:49:30,0,0,159
04.09.2023 04:49:35,0,0,160
04.09.2023 04:49:41,0,0,160
04.09.2023 04:49:47,0,0,159
04.09.2023 04:49:52,0,0,160
04.09.2023 04:49:58,0,0,160
04.09.2023 04:50:03,0,0,159
04.09.2023 04:50:09,0,0,160
04.09.2023 04:50:15,0,0,159
04.09.2023 04:50:20,0,0,160
04.09.2023 04:50:26,0,0,159
04.09.2023 04:50:32,0,0,159
04.09.2023 04:50:37,0,0,159
04.09.2023 04:50:43,0,0,160
04.09.2023 04:50:48,0,0,159
04.09.2023 04:50:54,0,0,159
04.09.2023 04:51:00,0,0,159
04.09.2023 04:51:05,0,0,159
04.09.2023 04:51:11,0,0,160
04.09.2023 04:51:17,0,0,159
04.09.2023 04:51:22,0,0,160
04.09.2023 04:51:28,0,0,159
04.09.2023 04:51:33,0,0,159
04.09.2023 04:51:39,0,0,160
04.09.2023 04:51:45,0,0,159
04.09.2023 04:51:50,0,0,159
04.09.2023 04:51:56,0,0,160
04.09.2023 04:52:02,0,0,160
04.09.2023 04:52:07,0,0,160
04.09.2023 04:52:13,0,0,159
04.09.2023 04:52:18,0,0,159
04.09.2023 04:52:24,0,0,159
04.09.2023 04:52:30,0,0,159
04.09.2023 04:52:35,0,0,160
04.09.2023 04:52:41,0,0,159
04.09.2023 04:52:47,0,0,159
04.09.2023 04:52:52,0,0,159
04.09.2023 04:52:58,0,0,159
04.09.2023 04:53:03,0,0,160
04.09.2023 04:53:09,0,0,159
04.09.2023 04:53:15,0,0,160
04.09.2023 04:53:20,0,0,160
04.09.2023 04:53:26,0,0,160
04.09.2023 04:53:31,0,0,160
04.09.2023 04:53:37,0,0,159
04.09.2023 04:53:43,0,0,160
04.09.2023 04:53:48,0,0,159
04.09.2023 04:53:54,0,0,159
04.09.2023 04:54:00,0,0,160
04.09.2023 04:54:05,0,0,159
04.09.2023 04:54:11,0,0,159
04.09.2023 04:54:16,0,0,160
04.09.2023 04:54:22,0,0,160
04.09.2023 04:54:28,0,0,159
04.09.2023 04:54:33,0,0,160
04.09.2023 04:54:39,0,0,159
04.09.2023 04:54:45,0,0,159
04.09.2023 04:54:50,0,0,160
04.09.2023 04:54:56,0,0,159
04.09.2023 04:55:01,0,0,159
04.09.2023 04:55:07,0,0,160
04.09.2023 04:55:13,0,0,160
04.09.2023 04:55:18,0,0,159
04.09.2023 04:55:24,0,0,159
04.09.2023 04:55:30,0,0,159
04.09.2023 04:55:35,0,0,160
04.09.2023 04:55:41,0,0,160
04.09.2023 04:55:46,0,0,159
04.09.2023 04:55:52,0,0,159
04.09.2023 04:55:58,0,0,160
04.09.2023 04:56:03,0,0,159
04.09.2023 04:56:09,0,0,159
04.09.2023 04:56:15,0,0,159
04.09.2023 04:56:20,0,0,160
04.09.2023 04:56:26,0,0,159
04.09.2023 04:56:31,0,0,160
04.09.2023 04:56:37,0,0,159
04.09.2023 04:56:43,0,0,160
04.09.2023 04:56:48,0,0,159
04.09.2023 04:56:54,0,0,160
04.09.2023 04:56:59,0,0,159
04.09.2023 04:57:05,0,0,159
04.09.2023 04:57:11,0,0,159
04.09.2023 04:57:16,0,0,160
04.09.2023 04:57:22,0,0,159
04.09.2023 04:57:28,0,0,159
04.09.2023 04:57:33,0,0,160
04.09.2023 04:57:39,0,0,159
04.09.2023 04:57:44,0,0,159
04.09.2023 04:57:50,0,0,160
04.09.2023 04:57:56,0,0,160
04.09.2023 04:58:01,0,0,159
04.09.2023 04:58:07,0,0,160
04.09.2023 04:58:13,0,0,159
04.09.2023 04:58:18,0,0,160
04.09.2023 04:58:24,0,0,159
04.09.2023 04:58:29,0,0,159
04.09.2023 04:58:35,0,0,159
04.09.2023 04:58:41,0,0,159
04.09.2023 04:58:46,0,0,159
04.09.2023 04:58:52,0,0,159
04.09.2023 04:58:58,0,0,160
04.09.2023 04:59:03,0,0,159
04.09.2023 04:59:09,0,0,159
04.09.2023 04:59:14,0,0,159
04.09.2023 04:59:20,0,0,159
04.09.2023 04:59:26,0,0,159
04.09.2023 04:59:31,0,0,160
04.09.2023 04:59:37,0,0,160
04.09.2023 04:59:43,0,0,159
04.09.2023 04:59:48,0,0,159
04.09.2023 04:59:54,0,0,160
04.09.2023 04:59:59,0,0,159
04.09.2023 05:00:05,0,0,159
04.09.2023 05:00:11,0,0,159
04.09.2023 05:00:16,0,0,159
04.09.2023 05:00:22,0,0,159
04.09.2023 05:00:27,0,0,159
04.09.2023 05:00:33,0,0,160
04.09.2023 05:00:39,0,0,159
04.09.2023 05:00:44,0,0,159
04.09.2023 05:00:50,0,0,160
04.09.2023 05:00:56,0,0,159
04.09.2023 05:01:01,0,0,159
04.09.2023 05:01:07,0,0,159
04.09.2023 05:01:12,0,0,160
04.09.2023 05:01:18,0,0,159
04.09.2023 05:01:24,0,0,159
04.09.2023 05:01:29,0,0,159
04.09.2023 05:01:35,0,0,160
04.09.2023 05:01:41,0,0,160
04.09.2023 05:01:46,0,0,159
04.09.2023 05:01:52,0,0,159
04.09.2023 05:01:57,0,0,159
04.09.2023 05:02:03,0,0,160
04.09.2023 05:02:09,0,0,160
04.09.2023 05:02:14,0,0,159
04.09.2023 05:02:20,0,0,160
04.09.2023 05:02:26,0,0,159
04.09.2023 05:02:31,0,0,159
04.09.2023 05:02:37,0,0,159
04.09.2023 05:02:42,0,0,159
04.09.2023 05:02:48,0,0,159
04.09.2023 05:02:54,0,0,159
04.09.2023 05:02:59,0,0,159
04.09.2023 05:03:05,0,0,160
04.09.2023 05:03:11,0,0,159
04.09.2023 05:03:16,0,0,160
04.09.2023 05:03:22,0,0,159
04.09.2023 05:03:27,0,0,160
04.09.2023 05:03:33,0,0,159
04.09.2023 05:03:39,0,0,159
04.09.2023 05:03:44,0,0,160
04.09.2023 05:03:50,0,0,159
04.09.2023 05:03:56,0,0,160
04.09.2023 05:04:01,0,0,160
04.09.2023 05:04:07,0,0,160
04.09.2023 05:04:12,0,0,159
04.09.2023 05:04:18,0,0,159
04.09.2023 05:04:24,0,0,159
04.09.2023 05:04:29,0,0,160
04.09.2023 05:04:35,0,0,159
04.09.2023 05:04:41,0,0,159
04.09.2023 05:04:46,0,0,159
04.09.2023 05:04:52,0,0,160
04.09.2023 05:04:57,0,0,160
04.09.2023 05:05:03,0,0,159
04.09.2023 05:05:09,0,0,159
04.09.2023 05:05:14,0,0,159
04.09.2023 05:05:20,0,0,159
04.09.2023 05:05:25,0,0,159
04.09.2023 05:05:31,0,0,159
04.09.2023 05:05:37,0,0,159
04.09.2023 05:05:42,0,0,160
04.09.2023 05:05:48,0,0,160
04.09.2023 05:05:54,0,0,159
04.09.2023 05:05:59,0,0,160
04.09.2023 05:06:05,0,0,160
04.09.2023 05:06:10,0,0,159
04.09.2023 05:06:16,0,0,159
04.09.2023 05:06:22,0,0,160
04.09.2023 05:06:27,0,0,159
04.09.2023 05:06:33,0,0,160
04.09.2023 05:06:39,0,0,159
04.09.2023 05:06:44,0,0,159
04.09.2023 05:06:50,0,0,160
04.09.2023 05:06:55,0,0,159
04.09.2023 05:07:01,0,0,159
04.09.2023 05:07:07,0,0,159
04.09.2023 05:07:12,0,0,159
04.09.2023 05:07:18,0,0,159
04.09.2023 05:07:24,0,0,159
04.09.2023 05:07:29,0,0,159
04.09.2023 05:07:35,1,0,159
04.09.2023 05:07:40,0,0,159
04.09.2023 05:07:46,1,0,159
04.09.2023 05:07:52,1,0,159
04.09.2023 05:07:57,1,0,159
04.09.2023 05:08:03,1,0,159
04.09.2023 05:08:09,1,0,159
04.09.2023 05:08:14,1,0,159
04.09.2023 05:08:20,1,0,159
04.09.2023 05:08:25,1,0,160
04.09.2023 05:08:31,1,0,160
04.09.2023 05:08:37,1,0,159
04.09.2023 05:08:42,1,0,159
04.09.2023 05:08:48,1,0,160
04.09.2023 05:08:54,1,0,159
04.09.2023 05:08:59,1,0,160
04.09.2023 05:09:05,1,0,159
04.09.2023 05:09:10,1,0,160
04.09.2023 05:09:16,1,0,159
04.09.2023 05:09:22,1,0,159
04.09.2023 05:09:27,1,0,160
04.09.2023 05:09:33,1,0,159
04.09.2023 05:09:38,1,0,159
04.09.2023 05:09:44,1,0,159
04.09.2023 05:09:50,1,0,159
04.09.2023 05:09:55,1,0,159
